City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,thunder bay,48.4001,-89.3168,1.99,93,75,4.63,CA,1699572107
293,oranjemund,-28.55,16.4333,15.29,89,1,2.19,NA,1699572160
294,creswell,43.9179,-123.0245,12.0,77,100,0.52,US,1699572160
295,vernio,44.0476,11.1505,13.16,90,100,4.92,IT,1699572161
296,thompson,55.7435,-97.8558,-7.91,73,75,1.54,CA,1699572161
297,youhao,47.8667,128.8333,-10.86,96,100,1.05,CN,1699572161
298,kingscliff,-28.2667,153.5667,22.89,68,40,6.17,AU,1699572161
299,kirakira,-10.4544,161.9205,27.44,84,100,5.49,SB,1699572162
300,trail,49.0998,-117.7022,9.43,69,100,0.52,CA,1699572162
301,north bend,43.4065,-124.2243,13.93,82,100,4.63,US,1699572162
302,hirara,24.8,125.2833,26.15,94,40,2.57,JP,1699572163
303,prince rupert,54.3161,-130.3201,7.83,88,100,11.32,CA,1699572163
304,susuman,62.7833,148.1667,-30.8,99,90,0.47,RU,1699572163
305,tofol,5.3248,163.0078,28.62,80,84,5.53,FM,1699572163
306,kargasok,59.0556,80.8572,-6.69,92,28,5.36,RU,1699572163
307,kiunga,-6.1219,141.2906,26.95,77,70,1.48,PG,1699572164
308,surskoye,54.4821,46.7214,4.75,96,100,4.97,RU,1699572164
309,brookings,44.3114,-96.7984,3.36,69,40,6.17,US,1699572164
310,vila velha,-20.3297,-40.2925,24.97,75,0,4.12,BR,1699572165
311,bolotnoye,55.6717,84.3981,-7.26,95,31,3.06,RU,1699572165
312,pan de azucar,-34.8,-55.2333,14.87,70,0,3.09,UY,1699572165
313,muroto-misakicho,33.2833,134.15,19.55,83,100,5.85,JP,1699572165
314,petrosino,37.7077,12.4999,15.93,81,100,6.43,IT,1699572165
315,noosa heads,-26.3833,153.15,24.5,65,68,3.99,AU,1699572166
316,praia da vitoria,38.7333,-27.0667,21.14,88,40,9.2,PT,1699572166
317,viedma,-40.8135,-62.9967,16.41,47,0,5.71,AR,1699572027
318,hilo,19.7297,-155.09,29.6,73,20,5.14,US,1699572166
319,la mira,18.035,-102.3266,28.93,76,47,2.78,MX,1699572166
320,coahuayana de hidalgo,18.7,-103.6583,29.46,71,85,1.97,MX,1699572167
321,ankang,32.68,109.0172,12.12,77,97,2.38,CN,1699572167
322,tarauaca,-8.1614,-70.7656,26.29,75,100,1.13,BR,1699572167
323,island harbour,50.724,-1.2758,10.52,79,29,2.68,GB,1699572167
324,mayqayyng,51.4625,75.7986,7.27,75,78,6.66,KZ,1699572168
325,quirinopolis,-18.4483,-50.4517,31.13,21,74,1.44,BR,1699572168
326,mar del plata,-38.0023,-57.5575,14.41,73,0,10.28,AR,1699572168
327,fukuecho,32.6881,128.8419,17.2,94,75,2.57,JP,1699572168
328,palikir - national government center,6.9248,158.1611,30.41,74,100,2.06,FM,1699572050
329,krasnyy chikoy,50.3643,108.7512,-17.15,97,97,1.32,RU,1699572169
330,kutum,14.2,24.6667,22.17,27,10,4.81,SD,1699572169
331,lat yao,15.751,99.7893,23.94,92,97,0.51,TH,1699572169
332,igrim,63.1906,64.4162,-2.25,91,61,3.52,RU,1699572169
333,san patricio,28.017,-97.5169,24.92,80,100,2.04,US,1699572170
334,xinyuan,37.3,99.0,-6.11,36,2,2.46,CN,1699572170
335,san antonio de pale,-1.4014,5.6325,25.81,80,34,5.71,GQ,1699572170
336,bodo,67.28,14.405,0.43,74,7,5.66,NO,1699572170
337,kapa'a,22.0752,-159.319,28.99,77,75,6.69,US,1699572092
338,danshui,22.7984,114.4672,23.26,87,39,1.05,CN,1699572170
339,arys,42.4252,68.795,8.21,61,4,2.68,KZ,1699572171
340,conceicao do araguaia,-8.2578,-49.2647,26.66,68,96,1.38,BR,1699572171
341,itamaraju,-17.0392,-39.5311,21.45,92,3,1.82,BR,1699572171
342,port de pollenca,39.9075,3.0814,13.58,63,53,3.03,ES,1699571922
343,santa ana de yacuma,-13.75,-65.4333,30.97,66,75,0.0,BO,1699572171
344,harper,4.375,-7.7169,25.59,88,99,3.16,LR,1699572172
345,cleburne,32.3476,-97.3867,12.71,93,100,6.69,US,1699572172
346,miri,4.4148,114.0089,26.08,94,40,1.03,MY,1699572173
347,qorovulbozor,39.5006,64.7936,6.84,53,90,4.89,UZ,1699572173
348,hasaki,35.7333,140.8333,15.22,65,41,6.6,JP,1699572070
349,punta del este,-34.9667,-54.95,14.98,73,0,3.09,UY,1699572173
350,bandarbeyla,9.4942,50.8122,26.2,79,100,6.61,SO,1699572173
351,alegria,9.4669,125.5772,26.61,81,73,1.14,PH,1699572173
352,tucuma,-0.1833,-50.05,27.63,73,37,4.43,BR,1699572174
353,jhang sadr,31.2715,72.3284,18.49,69,75,6.76,PK,1699572174
354,palasa,18.7667,84.4167,20.91,58,1,1.6,IN,1699572174
355,arucas,28.1198,-15.5233,20.43,80,61,5.49,ES,1699572174
356,mbandaka,0.0487,18.2603,22.47,95,82,0.65,CD,1699572174
357,mirriah,13.7073,9.1501,26.1,16,100,4.09,NE,1699572175
358,kyzyl-mazhalyk,51.1333,90.6,-10.05,97,100,0.45,RU,1699572175
359,gurupi,-11.7292,-49.0686,26.84,56,41,2.79,BR,1699571924
360,saipan,15.1355,145.701,30.39,70,20,6.69,MP,1699572175
361,ciudad insurgentes,25.2625,-111.7753,29.38,41,0,5.05,MX,1699572175
362,san luis,-33.295,-66.3356,24.81,22,100,3.33,AR,1699572176
363,azare,11.6765,10.1948,24.99,22,93,2.77,NG,1699572176
364,las palmas,28.4204,-14.0131,19.44,78,40,8.23,ES,1699572176
365,hadibu,12.65,54.0333,26.14,83,23,3.93,YE,1699572176
366,tynda,55.1667,124.7167,-19.03,87,99,1.67,RU,1699572177
367,puerto leguizamo,-0.1934,-74.7819,24.14,96,89,1.31,CO,1699572177
368,howrah,22.5892,88.3103,22.0,88,0,0.0,IN,1699572177
369,nar'yan-mar,67.6713,53.087,0.62,100,97,4.02,RU,1699572177
370,port alfred,-33.5906,26.891,16.47,84,1,2.73,ZA,1699572179
371,santa isabel,-23.3156,-46.2214,26.61,67,87,1.15,BR,1699572179
372,madera,37.1666,-119.8343,19.2,48,51,2.51,US,1699572179
373,guiuan,11.0333,125.7247,28.49,77,37,3.09,PH,1699572179
374,columbia falls,48.3725,-114.1815,5.82,66,0,2.57,US,1699572180
375,masterton,-40.9597,175.6575,15.49,43,89,2.9,NZ,1699572180
376,gonzaga,44.9498,10.8209,10.01,97,100,2.95,IT,1699572180
377,amga,60.8953,131.9608,-24.05,100,99,0.58,RU,1699572180
378,revda,56.801,59.9303,-1.0,96,78,1.53,RU,1699572181
379,ulladulla,-35.35,150.4667,25.43,64,2,2.47,AU,1699572181
380,daru,-9.0763,143.2092,26.45,69,80,4.46,PG,1699572181
381,carnarvon,-24.8667,113.6333,20.37,70,97,10.51,AU,1699572181
382,bol'sherech'ye,56.0925,74.6272,0.2,76,77,3.54,RU,1699572182
383,smithers,54.7804,-127.1743,6.18,81,100,2.57,CA,1699572182
384,neosho,36.869,-94.368,11.26,48,100,1.34,US,1699572183
385,shinkafi,13.0753,6.5105,25.7,19,52,2.57,NG,1699572134
386,karymskoye,51.6167,114.35,-16.89,98,48,1.43,RU,1699572183
387,novyy urengoy,66.0833,76.6333,-5.19,89,100,8.1,RU,1699572183
388,rethymno,35.3647,24.4714,18.79,86,25,2.08,GR,1699572184
389,korla,41.7597,86.1469,7.8,31,90,4.84,CN,1699572184
390,patacamaya,-17.2333,-67.9167,9.69,67,80,6.67,BO,1699572184
391,fengzhou,24.9576,118.5337,22.03,88,65,0.81,CN,1699572185
392,likiep,9.8251,169.3107,26.96,86,100,10.53,MH,1699572185
393,sinop,41.7711,34.8709,9.19,91,99,1.38,TR,1699572185
394,pionerskiy,54.9508,20.2275,7.08,78,100,9.19,RU,1699572186
395,mount isa,-20.7333,139.5,25.87,69,97,2.57,AU,1699572186
396,dwarka,22.2394,68.9678,26.83,69,0,4.21,IN,1699572186
397,lagunas,-5.2269,-75.6753,26.61,81,82,0.31,PE,1699572187
398,vila do maio,15.1333,-23.2167,25.44,68,92,6.83,CV,1699572187
399,sao joao da barra,-21.6403,-41.0511,23.05,82,1,8.48,BR,1699572187
400,buedu,8.2803,-10.3719,22.05,97,90,0.52,SL,1699572188
401,sulit,6.2361,125.0206,24.58,87,67,2.03,PH,1699572188
402,east london,-33.0153,27.9116,16.68,85,2,2.31,ZA,1699572188
403,itamaraca,-7.7478,-34.8256,27.03,77,4,4.3,BR,1699572189
404,bafq,31.6128,55.4107,16.95,31,0,2.34,IR,1699572189
405,alesund,62.4723,6.1549,5.08,69,0,2.57,NO,1699572189
406,kyongwon,42.8136,130.1528,-4.54,62,3,6.16,KP,1699572190
407,paragominas,-2.9667,-47.4833,25.3,79,96,1.37,BR,1699571981
408,ola,59.5833,151.2833,-17.1,82,6,4.44,RU,1699572190
409,arkansas city,37.062,-97.0384,12.82,32,0,2.57,US,1699572062
410,tarawa,1.419,172.984,31.05,79,75,0.51,KI,1699572191
411,labasa,-16.4167,179.3833,27.06,76,99,4.4,FJ,1699572191
412,grande prairie,55.1667,-118.8027,1.1,75,75,2.57,CA,1699572138
413,twon-brass,4.3151,6.2418,27.05,81,100,4.92,NG,1699572140
414,norman gardens,-23.3224,150.5393,25.29,50,40,3.6,AU,1699572192
415,algona,43.07,-94.233,9.05,43,40,6.17,US,1699572192
416,kone,-21.0595,164.8658,25.93,46,84,2.61,NC,1699572193
417,as sulaymaniyah,35.5611,45.4375,7.24,93,0,2.57,IQ,1699572193
418,arkhangel'sk,64.5401,40.5433,-5.49,97,97,1.11,RU,1699572107
419,aswan,24.0934,32.907,29.61,42,0,0.0,EG,1699572194
420,maragogi,-9.0122,-35.2225,25.03,79,2,3.4,BR,1699572194
421,kavieng,-2.5744,150.7967,28.54,75,100,6.25,PG,1699572194
422,maceio,-9.6658,-35.7353,25.69,83,20,1.54,BR,1699572195
423,pedro juan caballero,-22.5472,-55.7333,21.38,90,100,4.53,PY,1699572195
424,galle,6.0367,80.217,24.96,88,94,2.11,LK,1699572152
425,lazaro cardenas,17.9583,-102.2,28.88,76,32,3.18,MX,1699572195
426,khorugh,37.4897,71.553,0.79,56,36,1.77,TJ,1699572196
427,onega,63.9061,38.1404,-1.35,85,100,1.58,RU,1699572196
428,plouzane,48.3833,-4.6167,10.1,74,75,10.29,FR,1699572197
429,mandalgovi,45.7625,106.2708,-14.49,50,0,2.44,MN,1699572197
430,alofi,-19.0595,-169.9187,25.94,94,100,4.63,NU,1699572100
431,walvis bay,-22.9575,14.5053,15.61,84,66,1.69,NA,1699572197
432,egilsstadir,65.2653,-14.3948,0.95,93,75,3.09,IS,1699572198
433,antofagasta,-23.65,-70.4,18.6,76,39,2.01,CL,1699572198
434,lae,-6.7221,146.9847,28.71,68,83,1.34,PG,1699572198
435,jilotepec de molina enriquez,19.9528,-99.5347,22.19,34,100,2.63,MX,1699572198
436,dampit,-8.2116,112.7493,22.76,81,100,0.66,ID,1699572199
437,puerto armuelles,8.2833,-82.8667,28.99,84,72,3.13,PA,1699572199
438,mangrol,21.1167,70.1167,26.55,62,1,4.26,IN,1699572199
439,keflavik,64.0049,-22.5624,2.24,60,0,0.51,IS,1699572200
440,sodankyla,67.4167,26.6,-6.75,96,96,2.33,FI,1699572200
441,toretsk,48.3987,37.8479,6.97,72,55,5.06,UA,1699572201
442,tual,-5.6667,132.75,27.62,79,41,3.76,ID,1699572202
443,kencong,-8.2833,113.3667,25.13,82,99,1.06,ID,1699572202
444,zholymbet,51.7433,71.7122,3.35,96,100,7.24,KZ,1699572203
445,cabo san lucas,22.8909,-109.9124,29.73,68,75,2.06,MX,1699571930
446,sicuani,-14.2694,-71.2261,10.53,69,100,3.42,PE,1699572203
447,basco,20.4487,121.9702,27.62,81,25,6.71,PH,1699572203
448,crane,31.3974,-102.3501,10.74,75,100,6.19,US,1699572204
449,bayanhongor,46.7167,100.1167,-15.5,91,100,1.06,MN,1699572204
450,mont-dore,-22.2833,166.5833,26.99,71,91,5.71,NC,1699572205
451,pisco,-13.7,-76.2167,20.03,77,40,8.75,PE,1699572205
452,la ronge,55.1001,-105.2842,0.14,93,100,1.03,CA,1699572205
453,berezovyy,51.6667,135.7,-8.29,86,93,1.45,RU,1699572205
454,winnemucca,40.973,-117.7357,11.03,25,0,2.06,US,1699572144
455,saminaka,10.414,8.6828,22.15,28,87,1.27,NG,1699572206
456,merizo village,13.2658,144.6691,31.31,84,100,7.99,GU,1699572206
457,armacao de buzios,-22.7469,-41.8817,23.19,82,3,7.79,BR,1699572207
458,puerto cabezas,14.0351,-83.3888,29.98,79,75,6.69,NI,1699572179
459,launceston,-41.45,147.1667,19.8,63,22,6.69,AU,1699572207
460,margarita belen,-27.2616,-58.9722,26.14,92,97,5.16,AR,1699572207
461,bull savanna,17.8868,-77.5902,26.54,82,29,5.67,JM,1699572208
462,bangassou,4.7413,22.8184,21.26,99,100,1.2,CF,1699572208
463,znamenskoye,57.1281,73.8282,-1.49,82,93,2.6,RU,1699572208
464,recani,31.2846,-4.2688,18.89,18,89,2.03,MA,1699571949
465,suva,-18.1416,178.4415,26.71,74,75,5.14,FJ,1699571929
466,camana,-16.6228,-72.7111,19.4,81,100,1.96,PE,1699572209
467,oliveira,-20.6964,-44.8272,22.12,39,1,1.4,BR,1699572209
468,hola,51.5377,23.1902,7.1,70,100,5.42,PL,1699572209
469,el alto,-4.2714,-81.2147,21.81,77,49,8.82,PE,1699572209
470,bontang,0.1333,117.5,25.51,88,61,1.75,ID,1699572210
471,safford,32.834,-109.7076,22.08,18,0,4.63,US,1699572210
472,mugia,43.1041,-9.2179,13.84,75,100,6.98,ES,1699572210
473,ain kercha,35.9247,6.6953,9.21,76,51,1.7,DZ,1699572210
474,pemangkat,1.1667,108.9667,25.54,85,97,2.04,ID,1699572211
475,shohimardon,39.9839,71.8028,4.43,56,58,3.89,UZ,1699572211
476,coquimbo,-29.9533,-71.3436,14.85,94,100,4.12,CL,1699572211
477,cromer,52.9312,1.2989,6.19,85,68,9.01,GB,1699572211
478,shingu,33.7333,135.9833,18.55,96,100,2.36,JP,1699572211
479,chui,-33.6971,-53.4616,12.54,70,0,3.97,UY,1699572212
480,ibshaway,29.358,30.6814,20.97,76,96,5.96,EG,1699572212
481,whakatane,-37.9585,176.9854,19.93,57,6,1.79,NZ,1699572212
482,crookston,47.7741,-96.6081,0.95,86,100,7.2,US,1699572212
483,mashhad,36.297,59.6062,8.08,81,0,3.09,IR,1699572213
484,sorong,-0.8833,131.25,26.2,86,49,2.84,ID,1699572067
485,pangody,65.85,74.4859,-3.68,89,100,7.2,RU,1699572213
486,fale old settlement,-9.3852,-171.2468,28.73,77,64,6.17,TK,1699572213
487,hotan,37.0997,79.9269,6.02,25,37,3.09,CN,1699572213
488,arnprior,45.4334,-76.3494,2.01,98,99,2.58,CA,1699572078
489,portland,45.5234,-122.6762,11.01,83,100,5.14,US,1699571584
490,souillac,-20.5167,57.5167,23.21,88,40,1.54,MU,1699572214
491,kill devil hills,36.0307,-75.676,20.01,71,0,4.63,US,1699572102
492,asino,56.9979,86.1452,-12.03,92,11,3.13,RU,1699572214
493,caleta de carquin,-11.0925,-77.6267,19.64,83,18,4.88,PE,1699572214
494,quezon,7.7303,125.0989,24.84,83,75,0.76,PH,1699572215
495,susanville,40.4163,-120.653,9.34,48,0,0.89,US,1699572215
496,jamaame,0.0697,42.745,25.91,87,95,2.55,SO,1699572215
497,taro,-8.3862,115.28,23.0,88,100,0.22,ID,1699572216
498,zapolyarnyy,69.4154,30.8136,-4.4,93,99,6.6,RU,1699572216
499,oak harbor,48.2932,-122.6432,12.1,68,100,10.8,US,1699572216
500,cadale,2.7603,46.3222,27.43,79,75,5.72,SO,1699572217
501,snezhinsk,56.085,60.7314,-0.58,97,77,0.45,RU,1699572217
502,chegdomyn,51.1167,133.0167,-13.01,92,86,0.61,RU,1699572217
503,touros,-5.1989,-35.4608,26.15,79,51,6.12,BR,1699572217
504,westport,41.1415,-73.3579,11.99,82,0,0.89,US,1699572058
505,mana,5.6592,-53.7767,26.62,83,36,5.36,GF,1699572217
506,acara,-1.9608,-48.1967,26.95,72,51,1.79,BR,1699572218
507,machico,32.7,-16.7667,20.4,82,20,4.12,PT,1699572218
508,sena madureira,-9.0656,-68.6569,29.41,52,100,0.82,BR,1699572218
509,batticaloa,7.7102,81.6924,25.61,84,90,1.43,LK,1699572170
510,kirklareli,41.7351,27.2252,8.95,81,0,2.34,TR,1699572218
511,aral,40.5156,81.2636,7.64,31,89,3.06,CN,1699572219
512,east porterville,36.0574,-118.9757,21.46,35,0,3.6,US,1699572219
513,jiayuguan,39.8167,98.3,-1.31,36,98,1.73,CN,1699572219
514,lashkar gah,31.5938,64.3716,13.64,36,0,2.88,AF,1699572219
515,acajutla,13.5928,-89.8275,28.73,78,89,2.24,SV,1699572220
516,tyumen,57.1522,65.5272,-0.92,100,0,3.0,RU,1699572220
517,sao felipe,-14.8167,-41.3833,26.83,49,68,3.96,BR,1699572220
518,lubang,13.8584,120.124,27.99,79,11,8.35,PH,1699572199
519,stephenville,32.2207,-98.2023,11.21,89,100,4.12,US,1699571953
520,yasnyy,51.0333,59.8742,6.67,81,100,4.48,RU,1699572221
521,masina,-4.3836,15.3914,23.14,95,93,1.01,CD,1699572221
522,olyokminsk,60.3736,120.4264,-18.94,95,56,2.2,RU,1699572221
523,linhares,-19.3911,-40.0722,22.39,76,0,2.47,BR,1699572221
524,igreja,15.0333,-24.3333,23.87,71,95,4.54,CV,1699572222
525,selfoss,63.9331,-20.9971,0.59,65,0,4.08,IS,1699572222
526,zhangye,38.9342,100.4517,-0.29,40,42,1.41,CN,1699572222
527,strezhevoy,60.7333,77.5889,-3.91,96,99,4.02,RU,1699572222
528,timbuktu,16.7735,-3.0074,26.64,17,86,4.74,ML,1699572223
529,lethem,3.3803,-59.7968,31.0,52,71,2.71,GY,1699572223
530,wau,7.7029,27.9953,24.45,78,76,0.98,SS,1699572223
531,cockburn town,21.4612,-71.1419,27.98,74,40,7.2,TC,1699572223
532,tucumcari,35.1717,-103.725,9.41,46,100,3.6,US,1699572224
533,kapoeta,4.7717,33.5903,26.15,53,44,2.77,SS,1699572224
534,pangkalan brandan,4.0238,98.2782,24.24,93,100,1.04,ID,1699572224
535,merida,20.9667,-89.6167,31.01,55,40,4.12,MX,1699572150
536,andalgala,-27.5819,-66.3165,19.4,51,33,3.38,AR,1699572224
537,minas de marcona,-15.2119,-75.1103,16.06,75,58,3.8,PE,1699572225
538,deqen,29.9618,90.7188,-2.28,68,1,0.5,CN,1699572225
539,makary,12.5717,14.4666,28.61,37,80,4.55,CM,1699572225
540,rockdale,33.6501,-84.0166,23.43,76,0,0.0,US,1699572225
541,polyarnyy,69.1989,33.4478,-5.09,87,94,6.7,RU,1699572056
542,castillos,-34.1667,-53.8333,11.93,71,1,3.71,UY,1699572226
543,paciran,-6.8767,112.3761,26.5,77,95,3.4,ID,1699572226
544,aljezur,37.3191,-8.8033,14.5,78,78,2.23,PT,1699572226
545,endeavour hills,-37.9703,145.2563,28.63,71,42,0.89,AU,1699572226
546,mejit,10.2753,170.8646,26.86,86,100,8.12,MH,1699572078
547,vicuna,-30.0319,-70.7081,10.85,51,100,1.93,CL,1699572227
548,portoferraio,42.8115,10.3146,17.83,88,100,9.77,IT,1699572227
549,nadi,-17.8,177.4167,30.0,62,75,4.12,FJ,1699572227
550,blagoveshchenka,52.8333,79.8667,3.33,91,71,4.0,RU,1699572227
551,cape coast,5.1053,-1.2466,26.49,85,87,4.93,GH,1699572228
552,laguna,38.421,-121.4238,19.16,41,0,2.06,US,1699572199
553,buenaventura,3.8801,-77.0312,25.27,96,100,1.69,CO,1699572228
554,vilcun,-38.65,-72.2333,12.41,72,61,1.64,CL,1699572228
555,nantucket,41.2835,-70.0995,11.08,89,100,4.12,US,1699572228
556,jebba,9.1333,4.8333,28.68,51,97,1.63,NG,1699572229
557,novoagansk,61.9449,76.6625,-3.51,87,99,5.92,RU,1699572229
558,funafuti,-8.5243,179.1942,28.74,79,49,5.82,TV,1699572229
559,el dorado,38.7666,-120.5177,15.35,48,100,1.21,US,1699571720
560,usogorsk,63.4106,48.6872,0.37,96,100,2.3,RU,1699572229
561,velikovechnoye,44.934,39.755,10.73,83,64,3.0,RU,1699572230
562,tibanbang,6.6315,126.1055,27.14,82,21,2.35,PH,1699572230
563,paranaiba,-19.6772,-51.1908,32.83,30,91,3.2,BR,1699572230
564,evesham,52.0924,-1.9489,7.32,91,49,1.34,GB,1699572230
565,mildura,-34.2,142.15,31.15,36,4,3.22,AU,1699572230
566,megion,61.0296,76.1136,-5.99,90,99,5.48,RU,1699572231
567,karratha,-20.7377,116.8463,28.37,31,0,6.82,AU,1699572231
568,doume,4.2333,13.45,20.76,98,99,0.77,CM,1699572231
569,arrifes,37.7667,-25.7,19.14,94,40,7.72,PT,1699572231
570,makarov,48.6333,142.8,1.08,98,100,4.15,RU,1699572232
571,bure,10.7,37.0667,13.12,89,49,1.83,ET,1699572232
572,viljandi,58.3639,25.59,5.21,90,100,3.74,EE,1699572232
573,yumaguzino,52.9041,56.3933,6.2,85,100,6.11,RU,1699572232
574,lospalos,-8.5186,127.0025,26.74,52,0,1.44,TL,1699572108
575,barah,13.7,30.3667,29.15,26,86,4.91,SD,1699572233
576,aoulef,26.9667,1.0833,25.14,20,5,4.8,DZ,1699572233
577,hailin,44.5833,129.4167,-18.1,97,36,1.12,CN,1699572233
578,huancabamba,-5.2386,-79.4506,18.22,81,92,0.18,PE,1699572233
579,bitam,2.076,11.5007,21.3,100,100,1.07,GA,1699572233
580,al bawiti,28.3492,28.8659,18.64,76,30,3.67,EG,1699572234
581,mitchell,43.7094,-98.0298,3.99,56,40,9.77,US,1699572234
582,santa ana,33.7456,-117.8678,27.49,14,40,5.66,US,1699572162
583,langzhong,31.5504,105.9938,17.13,79,100,0.99,CN,1699572234
584,makurdi,7.7411,8.5121,26.4,73,99,2.3,NG,1699572234
585,fellsmere,27.7678,-80.6014,25.99,81,43,3.14,US,1699572235
